rayon,year,capacity,rooms,nights,nights_domestic,nights_foreign,guests,guests_domestic,guests_foreign,revenue,expense,employees,economic_region,area_sqkm,hotel_density,revenue_per_capacity,revenue_per_guest,expense_per_guest,avg_stay,occupancy_proxy,emp_per_capacity,foreign_tourist_ratio,domestic_tourist_ratio,profit,profit_per_capacity,foreign_night_ratio
Gəncə  şəhəri,2007,473.0,265.0,8330.0,6734.0,1596.0,8330.0,6734.0,1596.0,161.4,192.5,48.0,,,0.0,0.3412262156448203,0.019375750300120047,0.023109243697478993,1.0,0.048249297691795305,0.1014799154334038,0.1915966386554622,0.8084033613445378,-31.099999999999994,-0.0657505285412262,0.1915966386554622
Gəncə-Daşkəsən iqtisadi rayonu,2007,4023.0,1683.0,9255.0,7659.0,1596.0,9050.0,7454.0,1596.0,171.1,214.0,86.0,,,0.0,0.04253044991300025,0.0189060773480663,0.023646408839779004,1.0226519337016575,0.006302799995913906,0.021377081779766344,0.176353591160221,0.823646408839779,-42.900000000000006,-0.010663683818046235,0.17244732576985414
Kürdəmir rayonu,2007,94.0,44.0,2340.0,2340.0,,2340.0,2340.0,,35.0,7.6,4.0,Central Aran,,0.0,0.3723404255319149,0.014957264957264958,0.003247863247863248,1.0,0.06820169046925095,0.0425531914893617,0.0,1.0,27.4,0.29148936170212764,0.0
Lerik rayonu,2007,131.0,61.0,2140.0,1924.0,216.0,624.0,553.0,71.0,659.6,650.4,29.0,Lankaran-Astara,1101.38591173,0.11894105290872295,5.035114503816794,1.057051282051282,1.0423076923076924,3.4294871794871793,0.044755829760535396,0.22137404580152673,0.11378205128205128,0.8862179487179487,9.200000000000045,0.07022900763358814,0.10093457943925234
Lənkəran iqtisadi rayonu,2007,1831.0,840.0,96387.0,90817.0,5570.0,36052.0,33403.0,2649.0,1555.4,1513.4,269.0,,,0.0,0.8494811578372474,0.04314323754576723,0.0419782536336403,2.6735548651947187,0.14422390639144714,0.14691425450573456,0.07347719960057694,0.926522800399423,42.0,0.022938285090114693,0.05778787595837613
Lənkəran rayonu,2007,396.0,213.0,6634.0,5836.0,798.0,3705.0,3177.0,528.0,265.0,362.6,85.0,,,0.0,0.6691919191919192,0.07152496626180836,0.09786774628879892,1.79055330634278,0.0458973294589733,0.21464646464646464,0.14251012145748987,0.8574898785425101,-97.60000000000002,-0.24646464646464653,0.12028941814892975
Masallı rayonu,2007,923.0,398.0,82012.0,79002.0,3010.0,28645.0,27533.0,1112.0,575.9,452.4,121.0,Lankaran-Astara,,0.0,0.6239436619718309,0.020104730319427472,0.015793332169663117,2.8630476522953394,0.2434348981136556,0.13109425785482123,0.03882003840111713,0.9611799615988829,123.5,0.13380281690140844,0.036701946056674636
Mil-Muğan iqtisadi rayonu,2007,143.0,78.0,4572.0,4296.0,276.0,3296.0,3180.0,116.0,135.4,113.5,42.0,,,0.0,0.9468531468531469,0.04108009708737864,0.034435679611650484,1.3871359223300972,0.08759459718363828,0.2937062937062937,0.03519417475728155,0.9648058252427184,21.900000000000006,0.1531468531468532,0.06036745406824147
Mingəçevir şəhəri,2007,773.0,276.0,13211.0,11369.0,1842.0,8389.0,7233.0,1156.0,99.7,62.6,34.0,Central Aran,,0.0,0.12897800776196636,0.011884610799856955,0.007462152819167958,1.5748003337704137,0.04682344184727711,0.04398447606727038,0.13779949934437954,0.8622005006556205,37.1,0.0479948253557568,0.1394292634925441
Mərkəzi Aran iqtisadi rayonu,2007,1228.0,595.0,17915.0,16046.0,1869.0,11831.0,10648.0,1183.0,154.1,111.80000000000001,58.0,,,0.0,0.1254885993485342,0.013025103541543402,0.009449750655058745,1.5142422449497084,0.039969211547900584,0.04723127035830619,0.09999154762910996,0.90000845237089,42.29999999999998,0.03444625407166122,0.10432598381244768
Naftalan  şəhəri,2007,3480.0,1387.0,,,,,,,,16.0,30.0,,15.57198574,223.4782421525644,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0
Neftçala rayonu,2007,60.0,32.0,748.0,748.0,,588.0,588.0,,1.7,2.3,3.0,,,0.0,0.028333333333333332,0.002891156462585034,0.00391156462585034,1.272108843537415,0.03415525114155251,0.05,0.0,1.0,-0.5999999999999999,-0.009999999999999998,0.0
Nizami rayonu,2007,356.0,150.0,12938.0,4913.0,8025.0,2955.0,763.0,2192.0,1579.4,1387.5,48.0,Baku,,0.0,4.436516853932584,0.5344839255499154,0.46954314720812185,4.37834179357022,0.09956903186085886,0.1348314606741573,0.7417935702199662,0.25820642978003383,191.9000000000001,0.5390449438202249,0.6202658834441181
Nərimanov rayonu,2007,928.0,455.0,11194.0,2169.0,9025.0,3525.0,852.0,2673.0,5105.1,4412.9,169.0,Baku,,0.0,5.5011853448275865,1.4482553191489362,1.251886524822695,3.1756028368794325,0.033047945205479455,0.18211206896551724,0.7582978723404256,0.24170212765957447,692.2000000000007,0.7459051724137938,0.8062354832946221
Nəsimi rayonu,2007,1485.0,935.0,107985.0,8651.0,99334.0,33954.0,2992.0,30962.0,22087.8,16995.9,525.0,Baku,,0.0,14.873939393939393,0.6505212935147552,0.500556635447959,3.180332214172115,0.19922512799225128,0.35353535353535354,0.9118807798786593,0.08811922012134064,5091.899999999998,3.4288888888888875,0.9198870213455572
Qarabağ iqtisadi rayonu,2007,198.0,120.0,1941.0,1941.0,,1536.0,1536.0,,12.0,11.400000000000002,12.0,,,0.0,0.06060606060606061,0.0078125,0.007421875000000001,1.263671875,0.026857617268576172,0.06060606060606061,0.0,1.0,0.5999999999999979,0.0030303030303030195,0.0
Qaradağ rayonu,2007,,,,,817.0,6435.0,,,,,,Baku,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qax rayonu,2007,357.0,159.0,21497.0,21343.0,154.0,2907.0,2855.0,52.0,583.5,491.3,73.0,Sheki-Zagatala,,0.0,1.634453781512605,0.20072239422084623,0.16900584795321638,7.394908840729274,0.16497448294386247,0.20448179271708683,0.017887856897144824,0.9821121431028552,92.19999999999999,0.2582633053221288,0.007163790296320417
Qazax rayonu,2007,188.0,97.0,698.0,676.0,22.0,618.0,596.0,22.0,7.5,7.8,11.0,Gazakh-Tovuz,,0.0,0.0398936170212766,0.012135922330097087,0.01262135922330097,1.1294498381877023,0.01017196152725153,0.05851063829787234,0.03559870550161812,0.9644012944983819,-0.2999999999999998,-0.0015957446808510629,0.03151862464183381
Qazax-Tovuz iqtisadi rayonu,2007,419.0,214.0,8879.0,8322.0,557.0,8072.0,7530.0,542.0,50.2,37.0,31.0,,1818.350328,0.2304286437811229,0.11980906921241051,0.006219028741328048,0.004583746283448959,1.0999752229930624,0.058057344623532875,0.07398568019093078,0.06714568880079286,0.9328543111992071,13.200000000000003,0.03150357995226731,0.06273228967226038
Quba rayonu,2007,508.0,207.0,8802.0,8304.0,498.0,5373.0,4952.0,421.0,184.5,124.5,86.0,Guba-Khachmaz,,0.0,0.3631889763779528,0.03433835845896147,0.0231714126186488,1.6381909547738693,0.04747060726998166,0.16929133858267717,0.07835473664619393,0.921645263353806,60.0,0.11811023622047244,0.05657805044308112
Quba-Xaçmaz iqtisadi rayonu,2007,4949.0,1784.0,137334.0,136836.0,498.0,21720.0,21299.0,421.0,2068.7999999999997,2223.5999999999995,383.0,,,0.0,0.41802384320064656,0.09524861878453038,0.10237569060773478,6.32292817679558,0.07602698206639227,0.07738937159022025,0.019383057090239412,0.9806169429097605,-154.79999999999973,-0.03127904627197408,0.0036261959893398575
Qusar rayonu,2007,213.0,98.0,11600.0,11600.0,,1805.0,1805.0,,43.9,43.1,22.0,Guba-Khachmaz,,0.0,0.20610328638497652,0.024321329639889196,0.023878116343490307,6.426592797783933,0.14920573670332496,0.10328638497652583,0.0,1.0,0.7999999999999972,0.0037558685446009254,0.0
Qəbələ rayonu,2007,540.0,232.0,6916.0,6357.0,559.0,5003.0,4444.0,559.0,520.4,492.7,109.0,,,0.0,0.9637037037037036,0.1040175894463322,0.09848091145312812,1.3823705776534079,0.03508878741755454,0.20185185185185187,0.11173296022386568,0.8882670397761343,27.69999999999999,0.05129629629629628,0.08082706766917293
Saatlı rayonu,2007,100.0,61.0,2384.0,2108.0,276.0,1746.0,1630.0,,96.0,77.6,33.0,Mil-Mughan,,0.0,0.96,0.054982817869415807,0.04444444444444444,1.3654066437571593,0.06531506849315069,0.33,0.0,0.9335624284077892,18.400000000000006,0.18400000000000005,0.11577181208053691
Sabirabad rayonu,2007,6.0,4.0,1000.0,1000.0,,500.0,500.0,,21.5,17.6,5.0,Mil-Mughan,1466.33041279,0.004091847204194412,3.5833333333333335,0.043,0.0352,2.0,0.45662100456621,0.8333333333333334,0.0,1.0,3.8999999999999986,0.6499999999999998,0.0
Sabunçu rayonu,2007,16.0,16.0,60.0,60.0,,20.0,20.0,,3.5,3.9,120.0,Baku,,0.0,0.21875,0.175,0.195,3.0,0.010273972602739725,7.5,0.0,1.0,-0.3999999999999999,-0.024999999999999994,0.0
Salyan rayonu,2007,101.0,66.0,1072.0,1072.0,,614.0,614.0,,5.1,5.1,3.0,,1916.78295505,0.05269245520673225,0.05049504950495049,0.008306188925081432,0.008306188925081432,1.745928338762215,0.029079072290790722,0.0297029702970297,0.0,1.0,0.0,0.0,0.0
Siyəzən rayonu,2007,280.0,90.0,6181.0,6181.0,,160.0,160.0,,,260.0,15.0,Guba-Khachmaz,,0.0,0.0,0.0,1.625,38.63125,0.06047945205479452,0.05357142857142857,0.0,1.0,0.0,0.0,0.0
Sumqayıt şəhəri,2007,676.0,223.0,3046.0,2259.0,787.0,767.0,592.0,175.0,80.4,87.2,49.0,Absheron,,0.0,0.11893491124260355,0.1048239895697523,0.1136897001303781,3.971316818774446,0.01234497851989949,0.07248520710059171,0.22816166883963493,0.771838331160365,-6.799999999999997,-0.010059171597633133,0.25837163493105714
Suraxanı rayonu,2007,37.0,29.0,300.0,40.0,260.0,260.0,40.0,220.0,629.3,199.0,16.0,Baku,,0.0,17.008108108108107,2.420384615384615,0.7653846153846153,1.1538461538461537,0.022213994816734542,0.43243243243243246,0.8461538461538461,0.15384615384615385,430.29999999999995,11.629729729729728,0.8666666666666667
Səbail rayonu,2007,1758.0,930.0,123078.0,23862.0,99216.0,30558.0,12086.0,18472.0,12471.5,7642.5,706.0,Baku,,0.0,7.094141069397042,0.40812553177563976,0.2500981739642647,4.027685057922639,0.19180887372013652,0.40159271899886234,0.6044898226323713,0.3955101773676288,4829.0,2.7468714448236633,0.8061229464242188
Tərtər rayonu,2007,30.0,15.0,677.0,677.0,,372.0,372.0,,3.3,3.2,2.0,Karabakh,,0.0,0.11,0.008870967741935484,0.008602150537634409,1.8198924731182795,0.06182648401826484,0.06666666666666667,0.0,1.0,0.09999999999999964,0.0033333333333333214,0.0
Ucar rayonu,2007,52.0,19.0,,,,,,,,,1.0,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0
Xaçmaz rayonu,2007,3895.0,1360.0,109690.0,109690.0,,13899.0,13899.0,,1837.8,1782.3,244.0,Guba-Khachmaz,,0.0,0.4718356867779204,0.13222533995251456,0.12823224692423915,7.891934671559105,0.0771554680218756,0.0626444159178434,0.0,1.0,55.5,0.014249037227214377,0.0
Xızı rayonu,2007,326.0,141.0,2537.0,1948.0,589.0,2294.0,1946.0,348.0,128.6,230.4,34.0,Absheron,,0.0,0.39447852760736196,0.056059285091543155,0.1004359197907585,1.1059285091543156,0.02132111942180015,0.10429447852760736,0.15170008718395817,0.8482999128160419,-101.80000000000001,-0.3122699386503068,0.232163973196689
Xətai rayonu,2007,98.0,48.0,11716.0,3810.0,7906.0,5870.0,1660.0,4210.0,42.5,39.0,21.0,Baku,,0.0,0.4336734693877551,0.007240204429301534,0.006643952299829642,1.9959114139693357,0.3275370422141459,0.21428571428571427,0.717206132879046,0.282793867120954,3.5,0.03571428571428571,0.6748036872652783
Xəzər rayonu,2007,1722.0,853.0,116382.0,115565.0,,,6070.0,365.0,3055.3,2852.8,631.0,Baku,,0.0,1.774274099883856,0.0,0.0,0.0,0.18516538590043435,0.36643437862950057,0.0,0.0,202.5,0.11759581881533102,0.0
Yardımlı rayonu,2007,26.0,10.0,,,,,,,,,2.0,Lankaran-Astara,,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
Yasamal rayonu,2007,558.0,546.0,298450.0,5289.0,293161.0,66279.0,2448.0,63831.0,35747.1,37629.6,670.0,Baku,,0.0,64.06290322580645,0.539342778255556,0.5677454397320418,4.502934564492524,1.4653606323955417,1.200716845878136,0.9630652242791835,0.03693477572081655,-1882.5,-3.3736559139784945,0.9822784385994304
Yevlax rayonu,2007,173.0,173.0,,,,,,,,,2.0,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.011560693641618497,0.0,0.0,0.0,0.0,0.0
Zaqatala rayonu,2007,187.0,79.0,2578.0,2442.0,136.0,1827.0,1756.0,71.0,72.4,70.9,34.0,Sheki-Zagatala,,0.0,0.38716577540106956,0.039627805145046525,0.038806787082649154,1.411056376573618,0.03777012673064244,0.18181818181818182,0.03886152162014231,0.9611384783798577,1.5,0.008021390374331552,0.05275407292474787
Zərdab rayonu,2007,20.0,11.0,722.0,715.0,7.0,192.0,185.0,7.0,10.1,33.1,7.0,Central Aran,,0.0,0.505,0.05260416666666667,0.17239583333333333,3.7604166666666665,0.0989041095890411,0.35,0.036458333333333336,0.9635416666666666,-23.0,-1.15,0.009695290858725761
İmişli rayonu,2007,20.0,7.0,730.0,730.0,,730.0,730.0,116.0,1.3,1.4,2.0,Mil-Mughan,,0.0,0.065,0.0017808219178082193,0.0019178082191780822,1.0,0.1,0.1,0.1589041095890411,1.0,-0.09999999999999987,-0.004999999999999993,0.0
İsmayıllı rayonu,2007,163.0,84.0,3327.0,3177.0,150.0,1223.0,1133.0,90.0,8.7,4.6,16.0,Mountainous Shirvan,,0.0,0.05337423312883435,0.007113654946852003,0.0037612428454619783,2.7203597710547833,0.05592066560215144,0.09815950920245399,0.07358953393295176,0.9264104660670482,4.1,0.02515337423312883,0.04508566275924256
Şabran rayonu,2007,53.0,29.0,1061.0,1061.0,,483.0,483.0,,2.6,13.7,16.0,Guba-Khachmaz,,0.0,0.04905660377358491,0.005383022774327123,0.02836438923395445,2.196687370600414,0.054846213491858364,0.3018867924528302,0.0,1.0,-11.1,-0.20943396226415092,0.0
Şamaxı rayonu,2007,508.0,252.0,22172.0,22172.0,,8512.0,8512.0,,450.2,384.2,76.0,Mountainous Shirvan,,0.0,0.8862204724409448,0.05289003759398496,0.04513627819548872,2.604793233082707,0.11957717614065365,0.14960629921259844,0.0,1.0,66.0,0.12992125984251968,0.0
Şirvan şəhəri,2007,128.0,56.0,20858.0,20509.0,349.0,1884.0,1748.0,136.0,24.0,23.1,14.0,,,0.0,0.1875,0.012738853503184714,0.012261146496815287,11.071125265392782,0.44644691780821916,0.109375,0.07218683651804671,0.9278131634819533,0.8999999999999986,0.007031249999999989,0.016732189088119666
Şirvan-Salyan iqtisadi rayonu,2007,325.0,168.0,23305.0,22956.0,349.0,3417.0,3281.0,136.0,33.3,33.0,22.0,,1916.78295505,0.16955493012067308,0.10246153846153845,0.009745390693590868,0.009657594381035996,6.820310213637694,0.19645943097997892,0.06769230769230769,0.03980099502487562,0.9601990049751243,0.29999999999999716,0.0009230769230769144,0.014975327183007939
Şəki rayonu,2007,419.0,188.0,27411.0,25952.0,1459.0,5836.0,4199.0,1637.0,320.5,447.8,93.0,,,0.0,0.7649164677804295,0.054917751884852636,0.07673063742289239,4.696881425633996,0.17923300748684082,0.22195704057279236,0.2805003427004798,0.7194996572995203,-127.30000000000001,-0.30381861575179,0.05322680675641166
Şəki-Zaqatala iqtisadi rayonu,2007,1551.0,682.0,58768.0,56460.0,2308.0,15939.0,13620.0,2319.0,1500.6,1506.3000000000002,312.0,,,0.0,0.9675048355899419,0.09414643327686806,0.09450404667795974,3.687056904448209,0.10380929669766743,0.2011605415860735,0.14549218897044985,0.8545078110295502,-5.700000000000273,-0.0036750483558995956,0.039273073781649875
Şəmkir rayonu,2007,100.0,52.0,710.0,710.0,,358.0,358.0,,2.2,2.1,6.0,Gazakh-Tovuz,,0.0,0.022000000000000002,0.006145251396648045,0.005865921787709497,1.9832402234636872,0.019452054794520546,0.06,0.0,1.0,0.10000000000000009,0.0010000000000000009,0.0
Abşeron iqtisadi rayonu,2008,1316.0,488.0,12633.0,10798.0,1835.0,7421.0,6457.0,964.0,957.0,876.2,186.0,,,0.0,0.7272036474164134,0.1289583614068185,0.11807034092440373,1.7023312222072498,0.026300120747803638,0.1413373860182371,0.12990163050801778,0.8700983694919822,80.79999999999995,0.061398176291793276,0.1452544922029605
Abşeron rayonu,2008,134.0,67.0,6671.0,6524.0,147.0,3528.0,3495.0,33.0,450.3,266.6,77.0,Absheron,,0.0,3.3604477611940298,0.1276360544217687,0.07556689342403629,1.8908730158730158,0.13639337558781436,0.5746268656716418,0.00935374149659864,0.9906462585034014,183.7,1.3708955223880597,0.022035676810073453
Astara rayonu,2008,215.0,92.0,3276.0,1718.0,1558.0,2249.0,1321.0,928.0,58.5,40.6,26.0,Lankaran-Astara,461.5057835,0.4658663177944768,0.27209302325581397,0.02601156069364162,0.018052467763450424,1.4566473988439306,0.04174577891048104,0.12093023255813953,0.4126278345931525,0.5873721654068474,17.9,0.08325581395348837,0.47557997557997556
Ağcabədi rayonu,2008,60.0,30.0,155.0,155.0,,155.0,155.0,,1.9,1.8,2.0,Karabakh,,0.0,0.03166666666666666,0.012258064516129031,0.011612903225806452,1.0,0.007077625570776256,0.03333333333333333,0.0,1.0,0.09999999999999987,0.0016666666666666644,0.0
Ağdaş rayonu,2008,8.0,5.0,,,,,,,,5.3,1.0,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
Ağstafa rayonu,2008,86.0,27.0,7158.0,6604.0,554.0,7012.0,6259.0,753.0,33.6,29.7,10.0,Gazakh-Tovuz,,0.0,0.39069767441860465,0.004791785510553337,0.004235596120935539,1.0208214489446663,0.2280344058617394,0.11627906976744186,0.1073873359954364,0.8926126640045636,3.900000000000002,0.04534883720930235,0.07739592064822576
Ağsu rayonu,2008,72.0,40.0,1166.0,1166.0,,966.0,966.0,,5.6,5.6,4.0,Mountainous Shirvan,,0.0,0.07777777777777778,0.0057971014492753615,0.0057971014492753615,1.2070393374741202,0.04436834094368341,0.05555555555555555,0.0,1.0,0.0,0.0,0.0
Bakı şəhəri,2008,8285.0,4563.0,879046.0,292530.0,586516.0,253008.0,55442.0,197566.0,86283.70000000001,80142.1,3330.0,,,0.0,10.4144477972239,0.3410315088850946,0.31675717763865174,3.474380256750775,0.29068741164507567,0.4019312009656005,0.7808685891355214,0.2191314108644786,6141.600000000006,0.7412914906457461,0.6672187803596171
Balakən rayonu,2008,48.0,24.0,573.0,573.0,,573.0,573.0,,5.4,5.6,3.0,Sheki-Zagatala,,0.0,0.1125,0.009424083769633508,0.009773123909249563,1.0,0.03270547945205479,0.0625,0.0,1.0,-0.1999999999999993,-0.004166666666666652,0.0
Beyləqan rayonu,2008,29.0,17.0,465.0,465.0,,323.0,323.0,,17.0,17.2,4.0,Mil-Mughan,,0.0,0.5862068965517241,0.05263157894736842,0.053250773993808044,1.4396284829721362,0.043930089749645726,0.13793103448275862,0.0,1.0,-0.1999999999999993,-0.006896551724137907,0.0
Biləsuvar rayonu,2008,36.0,14.0,664.0,664.0,,340.0,340.0,,3.6,2.8,3.0,,,0.0,0.1,0.010588235294117647,0.008235294117647058,1.9529411764705882,0.050532724505327246,0.08333333333333333,0.0,1.0,0.8000000000000003,0.02222222222222223,0.0
Binəqədi rayonu,2008,675.0,298.0,20229.0,1157.0,19072.0,10619.0,690.0,9929.0,1135.9,1075.1,150.0,Baku,,0.0,1.682814814814815,0.10696864111498258,0.10124305490159148,1.9049816366889538,0.08210654490106545,0.2222222222222222,0.9350221301440813,0.06497786985591864,60.80000000000018,0.09007407407407435,0.9428048840773148
Bərdə rayonu,2008,108.0,75.0,1460.0,1460.0,,1070.0,1070.0,,9.8,9.9,8.0,Karabakh,,0.0,0.09074074074074075,0.009158878504672898,0.00925233644859813,1.3644859813084111,0.037037037037037035,0.07407407407407407,0.0,1.0,-0.09999999999999964,-0.0009259259259259226,0.0
Cəlilabad rayonu,2008,140.0,66.0,3188.0,2657.0,531.0,1475.0,1296.0,179.0,9.3,9.2,10.0,Lankaran-Astara,,0.0,0.06642857142857143,0.006305084745762713,0.0062372881355932195,2.16135593220339,0.06238747553816047,0.07142857142857142,0.12135593220338983,0.8786440677966102,0.10000000000000142,0.0007142857142857245,0.1665621079046424
Dağlıq Şirvan iqtisadi rayonu,2008,803.0,385.0,26831.0,26703.0,128.0,11188.0,11093.0,95.0,485.90000000000003,405.3,121.0,,,0.0,0.6051058530510586,0.04343046120843762,0.036226313907758316,2.398194494100822,0.09154369743598492,0.1506849315068493,0.008491240614944584,0.9915087593850554,80.60000000000002,0.10037359900373602,0.0047706011702881
Göygöl rayonu,2008,70.0,31.0,930.0,930.0,,730.0,730.0,,11.1,12.4,8.0,,,0.0,0.15857142857142856,0.015205479452054794,0.016986301369863014,1.273972602739726,0.03639921722113503,0.11428571428571428,0.0,1.0,-1.3000000000000007,-0.018571428571428582,0.0
Göyçay rayonu,2008,26.0,20.0,692.0,652.0,40.0,580.0,550.0,30.0,4.9,5.2,5.0,Central Aran,,0.0,0.18846153846153849,0.008448275862068966,0.00896551724137931,1.193103448275862,0.07291886195995785,0.19230769230769232,0.05172413793103448,0.9482758620689655,-0.2999999999999998,-0.011538461538461532,0.057803468208092484
Gədəbəy rayonu,2008,64.0,38.0,622.0,622.0,,243.0,243.0,,11.1,6.1,5.0,Ganja-Dashkasan,,0.0,0.1734375,0.04567901234567901,0.025102880658436213,2.5596707818930042,0.026626712328767125,0.078125,0.0,1.0,5.0,0.078125,0.0
Gəncə  şəhəri,2008,634.0,335.0,15781.0,8615.0,7166.0,10234.0,8019.0,2215.0,440.1,332.8,85.0,,,0.0,0.6941640378548897,0.04300371311315224,0.03251905413328122,1.5420168067226891,0.06819497860939458,0.13406940063091483,0.21643541137385186,0.7835645886261481,107.30000000000001,0.1692429022082019,0.4540903618275141
Gəncə-Daşkəsən iqtisadi rayonu,2008,4294.0,1820.0,25331.0,18165.0,7166.0,11399.0,9184.0,2215.0,742.3000000000001,664.1999999999999,248.0,,,0.0,0.17286911970190966,0.06511974734625844,0.05826826914641635,2.2222124747784893,0.01616208663251048,0.05775500698649278,0.19431529081498378,0.8056847091850162,78.10000000000014,0.01818816953889151,0.2828944771228929
Kürdəmir rayonu,2008,114.0,54.0,3650.0,3650.0,,3650.0,3650.0,,59.7,12.8,6.0,Central Aran,,0.0,0.5236842105263159,0.016356164383561644,0.0035068493150684932,1.0,0.08771929824561403,0.05263157894736842,0.0,1.0,46.900000000000006,0.4114035087719299,0.0
Lerik rayonu,2008,540.0,148.0,3146.0,2916.0,230.0,636.0,561.0,75.0,1000.5,879.3,38.0,Lankaran-Astara,1101.38591173,0.49029136313519384,1.8527777777777779,1.5731132075471699,1.3825471698113208,4.946540880503145,0.015961440892947744,0.07037037037037037,0.1179245283018868,0.8820754716981132,121.20000000000005,0.22444444444444453,0.07310870947234584
Lənkəran iqtisadi rayonu,2008,2362.0,947.0,102724.0,95791.0,6933.0,38395.0,35378.0,3017.0,2568.0,2240.7,296.0,,,0.0,1.0872142252328536,0.06688370881625212,0.058359161349134,2.6754525328818857,0.11915140408059109,0.12531752751905165,0.07857793983591614,0.9214220601640839,327.3000000000002,0.13856900931414062,0.06749153070363303
